Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Magic Missile,Do [sword]5 damage,1,attack(5);,Magic Dice,EVEN,,YELLOW,change_power,complicate,,,0,NO,NO,excludefromrandomlists,1,,,,,,,,,,,
Magic Missile_upgraded,Do [sword]8 damage,1,attack(8);,Magic Dice,EVEN,,YELLOW,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Magic Shield,Add [shield]3 shield,1,inflictself(SHIELD[;] 3);,Barricade,ODD,,ORANGE,change_power,complicate,,,0,YES,NO,excludefromrandomlists,1,,,,,,,,,,,
Magic Shield_upgraded,Add [shield]4 shield,1,inflictself(SHIELD[;] 4);,Barricade,ODD,,ORANGE,,,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Infliction,Do [sword]3 damage,1,attack(3);,Bubble Gun,NORMAL,,RED,change_power,complicate,,,0,NO,NO,excludefromrandomlists,1,,,,,,,,,,,
Infliction_upgraded,Do [sword]4 damage,1,attack(4);,Bubble Gun,NORMAL,,RED,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Plasma Cannon,Do [sword]10 damage,1,attack(10);,Accelerate,COUNTDOWN,20,RED,threequartercountdown,change_power,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Plasma Cannon_weakened,Do [sword]5 damage,1,attack(5);,Accelerate,COUNTDOWN,15,RED,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Plasma Cannon_downgraded,Do [sword]5 damage,1,attack(5);,Accelerate,COUNTDOWN,20,RED,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Shovel,Do [weaken]<d6> damage[;]|on 6[;] inflict [weaken]1 weaken,2,attack(d[;] WEAKEN); if(d == 6) inflict(WEAKEN); if(d < 6) { sfxdamage(target[;]d); } else { sfxdamage(target[;]d); sfx(~_weaken~[;]~~[;]0.2); },Burrower,NORMAL,,ORANGE,change_power,change_power,weaken,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Shovel_upgraded,Do [weaken]<d6> damage[;]|on even[;] inflict [weaken]1 weaken,2,attack(d[;] WEAKEN); if(d % 2 == 0) inflict(WEAKEN); if(d % 2 == 1) { sfxdamage(target[;]d); } else { sfxdamage(target[;]d); sfx(~_weaken~[;]~~[;]0.2); },Burrower,NORMAL,,ORANGE,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Shovel_downgraded,Do [weaken]<d6> damage,2,attack(d[;] WEAKEN);,Burrower,NORMAL,,ORANGE,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Fireball,Deal [fire]<d6> damage|Burn [fire]1 dice,1,attack(d[;] FIRE); inflict(FIRE[;] 1);,Hellfire,EVEN,,RED,change_power,change_power,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Fireball_upgraded,Deal [fire]<d6> damage|Burn [fire]2 dice,1,attack(d[;] FIRE); inflict(FIRE[;] 2);,Hellfire,EVEN,,RED,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Fireball_downgraded,Deal [sword]<d6> damage,1,attack(d);,Hellfire,EVEN,,RED,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Fire Breath,Do [fire]4 damage|Burn [fire]1 dice,2,attack(4[;] FIRE); inflict(FIRE[;] 1);,Hellfire,COUNTDOWN,5,RED,change_power,change_power,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Fire Breath_upgraded,Do [fire]6 damage|Burn [fire]1 dice,2,attack(6[;] FIRE); inflict(FIRE[;] 1);,Hellfire,COUNTDOWN,5,RED,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Fire Breath_downgraded,Do [sword]4 damage,2,attack(4);,Hellfire,COUNTDOWN,5,RED,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Ice Breath,Do [ice]4 damage|Inflict [ice]1 freeze,2,attack(4[;] ICE); inflict(ICE[;] 1);,Arctic Storm,COUNTDOWN,5,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Ice Breath_upgraded,Do [ice]6 damage|Inflict [ice]1 freeze,2,attack(6[;] ICE); inflict(ICE[;] 1);,Arctic Storm,COUNTDOWN,5,BRIGHTCYAN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Ice Breath_downgraded,Do [sword]3 damage,2,attack(3);,Arctic Storm,COUNTDOWN,5,BRIGHTCYAN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Ray Gun,Do [sword]3 damage|[gray](Reuseable),1,attack(3);,Plasma Gun,MIN3,,RED,change_power,complicate,,,3,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Ray Gun_upgraded,Do [sword]4 damage|[gray](Reuseable),1,attack(4);,Plasma Gun,MIN3,,RED,,,,,3,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Plasma Blaster,Do [sword]<d6> damage,1,attack(d);,Plasma Gun,MAX5,,RED,increaserange,complicate,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Slime Ball,Add [poison]2 poison,1,inflict(POISON[;] 2);,Emetic,EVEN,,PURPLE,change_power,complicate,,,0,NO,NO,excludefromrandomlists,1,,,,,,,,,,,
Slime Ball_upgraded,Add [poison]3 poison,1,inflict(POISON[;] 3);,Emetic,EVEN,,PURPLE,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Toxic Ooze,Do [sword]<d6> damage[;]|on 6[;] add [poison]2 poison,2,attack(d); if(d == 6) inflict(POISON[;] 2); if(d >= 6) { sfx(~_poison~[;]~~[;]0.2); } sfxdamage(target[;]d);,Emetic,NORMAL,,PURPLE,change_power,change_power,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Toxic Ooze_downgraded,Do [sword]<d6> damage[;]|on 6[;] add [poison]1 poison,2,attack(d); if(d == 6) inflict(POISON[;] 1); if(d >= 6) { sfx(~_poison~[;]~~[;]0.2); } sfxdamage(target[;]d);,Emetic,NORMAL,,PURPLE,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Toxic Ooze_upgraded,Do [sword]<d6> damage[;]|on 6[;] add [poison]3 poison,2,attack(d); if(d == 6) inflict(POISON[;] 3); if(d >= 6) { sfx(~_poison~[;]~~[;]0.2); } sfxdamage(target[;]d);,Emetic,NORMAL,,PURPLE,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Broadsword,Do [sword]<d6> damage,2,attack(d);,Plasma Gun,NORMAL|FREE2,,RED,change_power,complicate,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Broadsword_upgraded,Do [sword]<d6> damage,2,attack(d);,Plasma Gun,NORMAL|FREE3,,RED,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Small Shield,Add [shield]<d6> shield,1,inflictself(SHIELD[;] d);,Protection,MAX3,,ORANGE,add1,complicate,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Two Handed Sword,Do [sword]<d6> damage,2,attack(d);,Plasma Gun,NORMAL|NORMAL,,RED,change_power,decreaserange,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Two Handed Sword_upgraded,Do [sword]<d6> damage[;]|on 12[;] lock [lock]1 dice,2,attack(d); if(d == 12) inflict(LOCK[;] 1); if(d >= 12) { sfx(~_lock~[;]~~[;]0.2); } sfxdamage(target[;]d);,Plasma Gun,NORMAL|NORMAL,,RED,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Woof Woof Woof,Repeat next action,2,if(getstatusself(FURY) == 0) { bonus(1000); } else { bonus(-1000); } inflictself(FURY);,Fury,COUNTDOWN,8,RED,halfcountdown,noeffect,fury,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Wolf Puppy Bite,Do [sword]4 damage,2,attack(4);,Lucky Shot,EVEN,,YELLOW,change_power,complicate,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Wolf Puppy Bite_upgraded,Do [sword]5 damage,2,attack(5);,Lucky Shot,EVEN,,YELLOW,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Rosewood Spear,Do [sword]<d6> damage[;]|gain [thorns]2 thorns,2,attack(d); inflictself(THORNS[;] 2);,Needle,EVEN,,GREEN,change_power,complicate,thorns,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,inflictself(THORNS[;] 2); sfx(~_thorns~[;]~~[;]0.2);
Rosewood Spear_upgraded,Do [sword]<d6> damage[;]|gain [thorns]3 thorns,2,attack(d); inflictself(THORNS[;] 3);,Needle,EVEN,,GREEN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,inflictself(THORNS[;] 3); sfx(~_thorns~[;]~~[;]0.2);
Poison Slingshot,Add [poison]4 poison,1,inflict(POISON[;] 4); bonus(1000);,Poison Arrow,COUNTDOWN,12,PURPLE,change_countdown,change_power,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Poison Slingshot_downgraded,Add [poison]2 poison,1,inflict(POISON[;] 2); bonus(1000);,Poison Arrow,COUNTDOWN,12,PURPLE,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Poison Slingshot_upgraded,Add [poison]4 poison,1,inflict(POISON[;] 4); bonus(1000);,Poison Arrow,COUNTDOWN,9,PURPLE,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Venus Fly Trap,Do [sword]<d6> damage[;]|on 6[;] restore [heal]2 health,2,attack(d); if(d == 6) { bonus(2000); attackself(-2); } if(d < 6) { sfxdamage(target[;]d); } else { sfxdamage(target[;]d); sfx(~_heal~[;]~~[;]0.2); },Regenerate,NORMAL,,GREEN,change_power,change_power,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,if(d == 6) { attackself(-2); sfx(~_heal~[;]~~[;]0.2); }
Venus Fly Trap_downgraded,Do [sword]<d6> damage[;]|on 3[;] restore [heal]1 health,2,attack(d); if(d == 3) { bonus(2000); attackself(-1); } if(d < 3) { sfxdamage(target[;]d); } else { sfxdamage(target[;]d); sfx(~_heal~[;]~~[;]0.2); },Regenerate,MAX3,,GREEN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,if(d == 3) { attackself(-1); sfx(~_heal~[;]~~[;]0.2); }
Venus Fly Trap_upgraded,Do [sword]<d6> damage[;]|on 6[;] restore [heal]3 health,2,attack(d); if(d == 6) { bonus(2000); attackself(-3); } if(d < 6) { sfxdamage(target[;]d); } else { sfxdamage(target[;]d); sfx(~_heal~[;]~~[;]0.2); },Regenerate,NORMAL,,GREEN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,if(d == 6) { attackself(-3); sfx(~_heal~[;]~~[;]0.2); }
Detonator,Do [sword]1 damage for|every [poison]1 on enemy,1,attack(getstatus(POISON));,Emetic,EVEN,,PURPLE,simplify,complicate,,,0,NO,NO,excludefromrandomlists,1,,,,,,,,,,,
Ink Splat,Blind [blind]1 dice,2,inflict(BLIND[;] 1);,Oh No!,ODD,,PURPLE,change_power,complicate,blind,,0,NO,NO,excludefromrandomlists|cannotsteal,,,,,,,,,,,,
Ink Splat_upgraded,Blind [blind]1 dice|[gray](Reuseable),2,inflict(BLIND[;] 1);,Oh No!,ODD,,PURPLE,,,,,-1,NO,NO,excludefromrandomlists|cannotsteal,,,,,,,,,,,,
Headbutt,Do [sword]<d6> damage|[gray](Reuseable),2,attack(d);,Plasma Gun,EVEN,,PURPLE,change_power,removereusable,,,2,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Headbutt_upgraded,Do [sword]<d6> damage|[gray](Reuseable),2,attack(d);,Plasma Gun,EVEN|FREE1,,PURPLE,,,,,2,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Bump,Dice value +1,1,if(d >= 6){ givedice([6[;] 1]); } else { givedice(d + 1); },Megabump,NORMAL,,GREEN,change_power,complicate,,,0,YES,NO,excludefromrandomlists,1,,,,,,,,,,,
Bump_upgraded,Dice value +1|[gray](Reuseable),1,if(d >= 6){ givedice([6[;] 1]); } else { givedice(d + 1); },Megabump,NORMAL,,GREEN,,,,,2,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Pickpocket,Steals [gold]1 gold|[gray](once per battle),1,bonus(1000); self.gold += 1; target.gold -= 1; if(target.gold < 0) target.gold = 0; screenshake();,Harvest,EVEN,,GREEN,change_power,complicate,,,0,NO,YES,excludefromrandomlists|showgold,,,,,,,,,,,,
Pickpocket_upgraded,Steals [gold]2 gold|[gray](once per battle),1,bonus(1000); self.gold += 2; target.gold -= 2; if(target.gold < 0) target.gold = 0; screenshake();,Harvest,EVEN,,GREEN,,,,,0,NO,YES,excludefromrandomlists|showgold,,,,,,,,,,,,
Run away!,Run away!,2,flee();,Jetpack,COUNTDOWN,20,YELLOW,change_power,noeffect,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Run away!_upgraded,Run away!,2,flee();,Jetpack,COUNTDOWN,15,YELLOW,,,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Run away!_downgraded,No effect,2,donothing();,Jetpack,COUNTDOWN,20,YELLOW,,,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Run away!_weakened,No effect,2,donothing();,Jetpack,COUNTDOWN,15,YELLOW,,,,,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Spiky Potion,Do [sword]8 damage|[gray](once per battle),2,attack(8);,Shuriken,COUNTDOWN,8,GRAY,threequartercountdown,change_power,,,0,NO,YES,excludefromrandomlists,,,,,,,,,,,,
Spiky Potion_downgraded,Do [sword]4 damage|[gray](once per battle),2,attack(4);,Shuriken,COUNTDOWN,8,GRAY,,,,,0,NO,YES,excludefromrandomlists,,,,,,,,,,,,
Toxic Potion,Inflict [poison]5 poison|[gray](once per battle),2,inflict(POISON[;] 5);,Poison Arrow,COUNTDOWN,8,PURPLE,threequartercountdown,change_power,,,0,NO,YES,excludefromrandomlists,,,,,,,,,,,,
Toxic Potion_downgraded,Inflict [poison]3 poison,2,inflict(POISON[;] 3);,Poison Arrow,COUNTDOWN,8,PURPLE,,,,,0,NO,YES,excludefromrandomlists,,,,,,,,,,,,
Fire Potion,[fire]8 damage[;] burn all dice|[gray](once per battle),2,attack(8[;] FIRE); inflict(FIRE[;] ALL);,Ember,COUNTDOWN,8,RED,threequartercountdown,change_power,,,0,NO,YES,excludefromrandomlists,,,,,,,,,,,,
Fire Potion_downgraded,Do [fire]4 damage|[gray](once per battle),2,attack(4[;] FIRE);,Ember,COUNTDOWN,8,RED,,,,,0,NO,YES,excludefromrandomlists,,,,,,,,,,,,
Ice Potion,[ice]8 damage[;] freeze all dice|[gray](once per battle),2,attack(8[;] ICE); inflict(ICE[;] ALL);,Refrigerator,COUNTDOWN,8,BRIGHTCYAN,threequartercountdown,change_power,,,0,NO,YES,excludefromrandomlists,,,,,,,,,,,,
Ice Potion_downgraded,Do [ice]4 damage|[gray](once per battle),2,attack(4[;] ICE);,Refrigerator,COUNTDOWN,8,BRIGHTCYAN,,,,,0,NO,YES,excludefromrandomlists,,,,,,,,,,,,
Bear Potion,Transform into a bear[;]|recover [heal]12 health,2,attackself(-12); beartransform();,Time Stop,COUNTDOWN,8,GREEN,threequartercountdown,change_power,,,0,YES,NO,excludefromrandomlists,,,,,,,,,delay(1.0);,,,
Bear Potion_downgraded,Transform into a bear,2,beartransform();,Time Stop,COUNTDOWN,8,GREEN,,,,,0,YES,NO,excludefromrandomlists,,,,,,,,,delay(1.0);,,,
Snowball,Do [ice]<d6> damage|Freeze [ice]1 dice,1,attack(d[;] ICE); inflict(ICE[;] 1);,Refrigerator,ODD,,BRIGHTCYAN,change_power,change_power,ice,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Snowball_upgraded,Do [ice]<d6> damage|Freeze [ice]1 dice,1,attack(d[;] ICE); inflict(ICE[;] 1);,Refrigerator,ODD|FREE1,,BRIGHTCYAN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Snowball_downgraded,Do [sword]<d6> damage,1,attack(d);,Refrigerator,ODD,,BRIGHTCYAN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Mystery Box,Very mysterious,1,giveequipment(rand(loadtext(~diceydungeons/mysterybox~))[;] true);,Reversal,NORMAL,,YELLOW,change_power,noeffect,,,0,YES,NO,excludefromrandomlists|cannotreuse,,,,,,,,,delay(1.0);,,e.preventdefault = true; e.maintainfury = true;,
Mystery Box_upgraded,Contents upgraded,1,giveequipment(rand(loadtext(~diceydungeons/mysterybox~)) + ~+~[;] true);,Reversal,NORMAL,,YELLOW,,,,,0,YES,NO,excludefromrandomlists|cannotreuse,,,,,,,,,delay(1.0);,,e.preventdefault = true; e.maintainfury = true;,
Electric Shock,Do [shock]<d6> damage[;]|[]+[shock]1 shock,1,attack(d[;] SHOCK); inflict(SHOCK);,Zap,EVEN,,YELLOW,simplify,change_power,,,0,NO,NO,excludefromrandomlists,1,,,,,,,,,,,
Electric Shock_downgraded,Do [shock]<d6> damage[;]|[]+[shock]1 shock,1,attack(d[;] SHOCK); inflict(SHOCK);,Zap,MAX3,,YELLOW,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Burning Light,Deal [fire]<d6> damage|Burn [fire]1 dice,1,attack(d[;] FIRE); inflict(FIRE[;] 1); bonus(1000);,Ember,MIN4,,RED,simplify,change_power,,,0,NO,NO,excludefromrandomlists,1,,,,,,,,,,,
Burning Light_downgraded,Deal [fire]<d6> damage|Burn [fire]1 dice,1,attack(d[;] FIRE); inflict(FIRE[;] 1);,Ember,MAX3,,RED,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Ice Shard,Do [ice]<d6> damage[;]|Freeze [ice]1 dice,1,attack(d[;] ICE); inflict(ICE);,Refrigerator,ODD,,BRIGHTCYAN,simplify,change_power,ice,,0,NO,NO,excludefromrandomlists,1,,,,,,,,,,,
Ice Shard_downgraded,Do [ice]<d6> damage[;]|Freeze [ice]1 dice,1,attack(d[;] ICE); inflict(ICE);,Refrigerator,MAX3,,BRIGHTCYAN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Magic Spear,Do [sword]10 damage,1,attack(10);,Magic Six,REQUIRE6,,RED,change_power,change_power,,,0,NO,NO,excludefromrandomlists,2,,,,,,,,,,,
Magic Spear_downgraded,Do [sword]5 damage,1,attack(5);,Magic Six,REQUIRE6,,RED,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
